name,address,lat,lng,rating,user_ratings_total,types,distance_from_ha_salon_km,name_english
Karas,"Derech Ben Gurion 91, Bat Yam",32.017652,34.73887630000001,4.0,965.0,"restaurant, food, point_of_interest, establishment",8.636066230625916,Karas
ניקה,"Derech Ben Gurion 53, Bat Yam",32.0256338,34.7410997,4.3,18.0,"restaurant, food, point_of_interest, establishment",7.761575284852925,nykh
Бабай,"Kedem Street 123, Tel Aviv-Yafo",32.04014269999999,34.7468492,4.0,565.0,"restaurant, food, point_of_interest, establishment",6.107641690893642,Бабай
Domino's Pizza,"Derech Ben Gurion 131, Bat Yam",32.0133234,34.7390301,3.6,923.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",9.054257346124194,Domino's Pizza
שירן ג'חנון,"Ha'Atsmaut Boulevard 37, Bat Yam",32.0233619,34.7465964,,,"restaurant, food, point_of_interest, establishment",7.739162641087949,shyrn gchnvn
פיצה שמש עוזיאל בת ים,"HaRav Uziel Street 25, Bat Yam",32.022231,34.7496191,3.5,19.0,"meal_delivery, restaurant, food, point_of_interest, establishment",7.733113677205493,Pizza shmsh avzyal bt ym
פצץ בורגר,"HaRav Uziel Street 34, Bat Yam",32.02194360000001,34.74983539999999,4.6,116.0,"restaurant, food, point_of_interest, establishment",7.754164171892074,ptztz Burger
Falafel Bat yam Balfoour 67,"Balfour Street 67, Bat Yam",32.0236194,34.7454779,1.0,1.0,"restaurant, food, point_of_interest, establishment",7.76051407528317,Falafel Bat yam Balfoour 67
Rahmunes,"Balfour Street 67, Bat Yam",32.0236194,34.7454779,4.6,96.0,"restaurant, food, point_of_interest, establishment",7.76051407528317,Rahmunes
Yorsh,"Balfour Street, Bat Yam",32.0223059,34.7454051,5.0,1.0,"restaurant, food, point_of_interest, establishment",7.893878472487998,Yorsh
מטבח גרוזיני,"Balfour Street 63, Bat Yam",32.0241829,34.7454035,4.3,11.0,"restaurant, food, point_of_interest, establishment",7.707966915778394,mtbch grvzyny
צ'וף בורגר מסדת בשרים,"Balfour Street 60, Bat Yam",32.0235948,34.7451586,,,"restaurant, food, point_of_interest, establishment",7.7765768091313685,tzvp Burger msdt Meat
פיצה ליהאנו,"Balfour Street 59, Bat Yam",32.0244601,34.7453691,3.6,32.0,"restaurant, food, point_of_interest, establishment",7.6820797752444285,Pizza lyhanv
ממתקי העיר,"Balfour Street 53, Bat Yam",32.0250505,34.7453355,,,"restaurant, food, point_of_interest, establishment",7.625343248520738,mmtky hayr
Hetsi hinam otobus servisi,"Ha'Atsmaut Boulevard 61, Bat Yam",32.02673070000001,34.7480134,3.0,1.0,"restaurant, food, point_of_interest, establishment",7.344839407057102,Hetsi hinam otobus servisi
יעקב סנדביצ'ים,"Rothschild Street 28, Bat Yam",32.0267557,34.7467458,4.2,132.0,"restaurant, food, point_of_interest, establishment",7.396229127120001,yakb sndbytzym
Rega Coffee House,"Бальфур 46, Bat Yam",32.0257959,34.7448706,4.9,29.0,"cafe, restaurant, store, food, point_of_interest, establishment",7.572555351512909,Rega Coffee House
סביח פרישמן בת ים,"Rothschild Street 30, Bat Yam",32.0268812,34.7469876,4.6,5.0,"restaurant, food, point_of_interest, establishment",7.373435519536231,sbych pryshmn bt ym
פלאפל שרעבי,"Rothschild Street 42, Bat Yam",32.02712210000001,34.7495534,4.3,19.0,"restaurant, food, point_of_interest, establishment",7.24230270283516,Falafel shraby
החומוסייה של יניב,"Rothschild Street 42, Bat Yam",32.027179,34.7494864,4.8,113.0,"restaurant, food, point_of_interest, establishment",7.239327768766097,hHummusyyh shl ynyb
מפגש לב העיר,"Rothschild Street 35, Bat Yam",32.0273281,34.7477016,,,"restaurant, food, point_of_interest, establishment",7.298727784516839,mpgsh lb hayr
פיצה אפי,"Rothschild Street 44, Bat Yam",32.02714179999999,34.7497856,4.5,232.0,"restaurant, food, point_of_interest, establishment",7.230934291524407,Pizza apy
שווארמה בחבוש,"Rothschild Street 27, Bat Yam",32.0269381,34.7458345,3.1,13.0,"restaurant, food, point_of_interest, establishment",7.4180152052395405,Shawarma bchbvsh
הסנדק,"Sha'ul Bar Street 1, Bat Yam",32.027148,34.7463243,,,"restaurant, food, point_of_interest, establishment",7.375900304787011,hsndk
Umi Sushi,"Herzl Street 59, Bat Yam",32.0211028,34.7434362,4.7,26.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",8.096669740210778,Umi Sushi
התימני הנדיב,"Rothschild Street 27, Bat Yam",32.0273072,34.7462177,4.8,113.0,"restaurant, food, point_of_interest, establishment",7.364935745876804,htymny hndyb
הפינה של מוטי,"Rothschild Street 18, Bat Yam",32.0266145,34.7447854,5.0,2.0,"restaurant, food, point_of_interest, establishment",7.49633126848529,hpynh shl mvty
פיצה קשת,"Sha'ul Bar Street 3, Bat Yam",32.0275226,34.7463664,4.5,36.0,"restaurant, food, point_of_interest, establishment",7.337258173380622,Pizza ksht
לחם הודיה,"Rothschild Street 45, Bat Yam",32.0273164,34.7506744,4.3,1115.0,"bakery, cafe, restaurant, store, food, point_of_interest, establishment",7.177886311299608,lchm hvdyh
"מטעמי שרעבי בע""מ","Rothschild Street 45, Bat Yam",32.0273739,34.75076,5.0,7.0,"restaurant, food, point_of_interest, establishment",7.16871255771783,mtamy shraby bam
שיפודי אהובה,"Yerushalayim Street 11, Bat Yam",32.0247532,34.7428704,4.5,13.0,"restaurant, food, point_of_interest, establishment",7.764122278926446,shypvdy ahvbh
Tzachi Meats,"Herzl Street 82, Bat Yam",32.0188856,34.7450679,4.1,1134.0,"restaurant, food, point_of_interest, establishment",8.24909776820675,Tzachi Meats
Pizza Shemesh,"Herzl Street 75, Bat Yam",32.0190353,34.7447421,4.4,135.0,"meal_delivery, restaurant, food, point_of_interest, establishment",8.247357521790331,Pizza Shemesh
Shawarma Daboosh,"מתחם תחנת דלק מבוא שומרון, Derech HaShiv'a 20, Holon",32.0277366,34.79751960000001,3.9,1274.0,"restaurant, food, point_of_interest, establishment",6.625393252867182,Shawarma Daboosh
"מנועי אריה קרול בע""מ","Ha-Melakha Street 27, Holon",32.0165901,34.8018455,4.7,67.0,"general_contractor, electronics_store, home_goods_store, restaurant, food, store, point_of_interest, establishment",7.921363548956895,mnvay aryh krvl bam
"כריך בריא (1993) בע""מ","Ha-Banai Street 32, Holon",32.0127625,34.80247459999999,4.3,4.0,"restaurant, food, point_of_interest, establishment",8.348159758810898,kryk Barya (1993) bam
Hai Phong - Chinese Restaurant,"HaPeled Street 20, Holon",32.0215397,34.7977389,4.3,977.0,"restaurant, food, point_of_interest, establishment",7.302164698842332,Hai Phong - Chinese Restaurant
Ezra & Sons,"Ha-Khashmona'im Street 2, Azor",32.02570719999999,34.80149449999999,4.2,7670.0,"restaurant, food, point_of_interest, establishment",6.932894532751203,Ezra & Sons
שמחה קולינארית,"Sprinzak Street 12, Azor",32.0259789,34.8047346,,,"restaurant, cafe, meal_takeaway, food, point_of_interest, establishment",6.989544692722523,shmchh kvlynaryt
מוגס בורגר,"Moshe Sharet Street 54, Azor",32.0278832,34.8042744,4.8,17.0,"restaurant, food, point_of_interest, establishment",6.775109248819032,mvgs Burger
מסעדת קרן,"השבעה 19, Azor",32.0207823,34.8094786,,,"restaurant, food, point_of_interest, establishment",7.677982801620218,msadt krn
פיצה שמש,"Spinoza Street 2, Azor",32.02386500000001,34.803853,4.2,206.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",7.189679264014564,Pizza shmsh
Albert אלברט,"Ha-Aliya ha-Shinya Street 43, Azor",32.0247917,34.8028945,4.0,2305.0,"restaurant, food, point_of_interest, establishment",7.065892843131862,Albert alBart
סבתא לינה,"Ha-Aliya ha-Shinya Street 43, Azor",32.024743,34.80274449999999,4.7,65.0,"restaurant, food, point_of_interest, establishment",7.067243711681,sbta lynh
באגט יוסף יוקנעם,"Ha-Melakha Street 3, Azor",32.0204438,34.8049042,,,"restaurant, food, point_of_interest, establishment",7.581681674801875,bagt yvsp yvknam
מזנון +,"Ha-Melakha Street, Azor",32.0197835,34.8035958,4.3,7.0,"restaurant, food, point_of_interest, establishment",7.618780328138052,mznvn +
פלאפל אילן,"Derech HaShiv'a, Azor",32.0174123,34.8094077,,,"restaurant, food, point_of_interest, establishment",8.029348959806466,Falafel ayln
מפגש ג'רי,"Ha-Melakha Street 16, Holon",32.0193741,34.8032836,5.0,1.0,"restaurant, food, point_of_interest, establishment",7.65499547493719,mpgsh gry
מלך הסנדוויץ' הטוניסאי,"Ha-Metsuda Street 6, Azor",32.02915009999999,34.7995019,4.0,6.0,"restaurant, food, point_of_interest, establishment",6.515955229242893,mlk hsndvvytz htvnysay
אוכל מוכן לשבת - פינת הצלע.,"Ha-Metsuda Street 6, Azor",32.02913679999999,34.7994399,3.7,588.0,"restaurant, food, point_of_interest, establishment",6.515944711769492,avkl mvkn lshbt - pynt htzla
פאפא meat,Azor,32.0291719,34.7993996,5.0,5.0,"restaurant, food, point_of_interest, establishment",6.511237865655609,papa meat
חלה אזור,"Ha-Metsuda Street 6, Azor",32.0291272,34.799082,4.6,66.0,"restaurant, food, point_of_interest, establishment",6.508762865578112,chlh azvr
"לורד סנדוויץ בע""מ","Ha-Melakha Street 15, Holon",32.018258,34.802632,3.3,77.0,"restaurant, food, point_of_interest, establishment",7.759379858485235,lvrd sndvvytz bam
מסעדת חמדוני,"Rehov HaMerkava 15, Holon",32.016033,34.8075454,3.8,24.0,"restaurant, food, point_of_interest, establishment",8.121629677818824,msadt chmdvny
מתוקה,"Rehov HaMerkava 17, Holon",32.01574400000001,34.8080118,4.5,155.0,"bakery, meal_takeaway, cafe, store, restaurant, food, point_of_interest, establishment",8.165181984605635,mtvkh
Iraqi - Meat Boutique,"HaPeled Street 46, Holon",32.0194549,34.8004531,4.5,202.0,"restaurant, food, point_of_interest, establishment",7.58212106324182,Iraqi - Meat Boutique
הישראליה,"HaPeled Street 46, Holon",32.0193596,34.8005046,4.3,18.0,"restaurant, food, point_of_interest, establishment",7.593509155920271,hyshralyh
פינת הצלע,"השקמה 2, Azor",32.0296948,34.79846089999999,3.8,370.0,"restaurant, food, point_of_interest, establishment",6.433695519980214,pynt htzla
עברי בפארק - פארק אריאל שרון,"Ariel Sharon Park, Tel Aviv-Yafo",32.0310328,34.8208598,3.8,229.0,"restaurant, food, point_of_interest, establishment",7.099908363841567,aBary bpark - park aryal shrvn
פיצה ברקה,"Ha-Metsuda Street 8, Azor",32.0294256,34.7981637,3.7,255.0,"restaurant, food, point_of_interest, establishment",6.456232089130028,Pizza Barkh
חומוס אליהו אזור,"Ha-Metsuda Street 8, Azor",32.02942959999999,34.7981443,4.2,341.0,"restaurant, food, point_of_interest, establishment",6.455380817418401,Hummus alyhv azvr
מסעדת נצרת,"Rehov HaMerkava 15, Holon",32.0155086,34.8078989,,,"restaurant, food, point_of_interest, establishment",8.186996762090306,msadt ntzrt
Magic Burger,"מתחם מבנה, הפלד 7, חולון",32.0235403,34.7977149,4.1,45.0,"restaurant, food, point_of_interest, establishment",7.08434643983283,Magic Burger
Tortia Bar,"Ha-Metsuda Street 8, Azor",32.0295181,34.7980499,3.8,296.0,"restaurant, food, point_of_interest, establishment",6.443790638501684,Tortia Bar
מרגז,"Ha-Metsuda Street 8, Azor",32.0294393,34.7979679,1.7,28.0,"restaurant, food, point_of_interest, establishment",6.450541198110706,mrgz
סנדויץ בר בגט,"HaPeled Street 26, Holon",32.0211332,34.7986138,4.2,45.0,"restaurant, food, point_of_interest, establishment",7.3629938654601705,sndvytz Bar bgt
מסעדת הישראליה (מסעדת פועלים הטובה באזור !),"HaPeled Street 26, Holon",32.0211428,34.7986072,5.0,1.0,"restaurant, food, point_of_interest, establishment",7.361823506453614,msadt hyshralyh (msadt pvalym htvbh bazvr !)
Pizza Pazzaz,"HaShikma Street 2, Azor",32.0295376,34.7978888,3.5,128.0,"meal_delivery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",6.438234258024278,Pizza Pazzaz
פלאפל אסולין,"Herzog Street 27, Giv'atayim",32.03227789999999,34.7994079,,,"restaurant, food, point_of_interest, establishment",6.178099423817304,Falafel asvlyn
Arugula Chef Azur,"HaShikma Street 5, Azor",32.030246,34.7979578,4.6,64.0,"restaurant, food, point_of_interest, establishment",6.3632239229115335,Arugula Chef Azur
מסעדת רעים,"HaShikma Street 5, Azor",32.030246,34.7979578,4.3,6.0,"restaurant, food, point_of_interest, establishment",6.3632239229115335,msadt raym
ציקן ביף,"Ha-Metsuda Street 10, Azor",32.0298691,34.7976227,4.3,21.0,"restaurant, food, point_of_interest, establishment",6.396771637146254,tzykn byp
"מסעדת "" גריל לאנץ ""","Ha-Metsuda Street 10, Azor",32.0298698,34.79757430000001,4.6,36.0,"restaurant, food, point_of_interest, establishment",6.395677121470341,msadt  Grill lantz 
המאפיה של שולי,"Ha-Metsuda Street, Azor",32.0297839,34.7972409,2.8,17.0,"meal_takeaway, restaurant, bakery, store, food, point_of_interest, establishment",6.398040096842747,hmapyh shl shvly
חומוס עמו אלי חולון,"Rehov HaMerkava 18, Holon",32.0140306,34.80755610000001,5.0,7.0,"restaurant, food, point_of_interest, establishment",8.33458985591489,Hummus amv aly chvlvn
קאר קפה,"HaPeled Street 10, Holon",32.0237623,34.7957906,3.7,3.0,"restaurant, food, point_of_interest, establishment",7.025512638328752,kar Cafe
Holon hot corner,"Hahofer Street 14, Holon",32.0138251,34.80648900000001,4.4,50.0,"restaurant, food, point_of_interest, establishment",8.328465359627105,Holon hot corner
Hashnizelia,"המשביר 1 חולון IL 5885214, HaMashbir 1, Holon",32.0157568,34.8010934,3.5,137.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",7.995405411625496,Hashnizelia
שר האופים,"HaPeled Street 8, Holon",32.024454,34.7950939,4.5,694.0,"bakery, restaurant, store, food, point_of_interest, establishment",6.938478548143,shr havpym
בר בורגר אנטריקוט,"Ha-Mashbir Street 1, Holon",32.0155888,34.8011883,1.0,1.0,"meal_delivery, restaurant, food, point_of_interest, establishment",8.015549673880788,Bar Burger antrykvt
BAR-MAROC / בר - מרוק,"Ha-Mashbir Street 1, Holon",32.0150807,34.8020837,4.6,423.0,"restaurant, food, point_of_interest, establishment",8.089433115295313,BAR-MAROC / Bar - mrvk
ז’אנו בשרים,"Ha-Mashbir Street 6, Holon",32.0151516,34.80126680000001,4.8,45.0,"restaurant, food, point_of_interest, establishment",8.064473729645535,z’anv Meat
לחמה בעג׳ין,"Ha-Mashbir Street 6, Holon",32.0151516,34.80126680000001,5.0,1.0,"restaurant, food, point_of_interest, establishment",8.064473729645535,lchmh bagyn
מפגש דרבי,"Ha-Shoftim Street, Holon",32.0170585,34.7979508,4.5,6.0,"restaurant, food, point_of_interest, establishment",7.793670294621422,mpgsh drby
סנדביץ כל,"Yermiyahu Street 49, Holon",32.0169908,34.7979054,4.0,2.0,"restaurant, food, point_of_interest, establishment",7.800243979467397,sndbytz kl
Hummus Hassouni,"Ha-Mashbir Street 16, Holon",32.0136658,34.80275829999999,4.3,691.0,"restaurant, food, point_of_interest, establishment",8.256782544121252,Hummus Hassouni
גבריאלה - גריל עוף רוטיסרי וסנדביץ' בר,"Ha-Mashbir Street 32, Holon",32.0117683,34.807785,4.3,196.0,"restaurant, food, point_of_interest, establishment",8.581420738874954,gBaryalh - Grill avp rvtysry vsndbytz Bar
הבאגט הלוהט,"Ha-Mashbir Street 32, Holon",32.0117306,34.8079125,3.8,11.0,"restaurant, food, point_of_interest, establishment",8.588793327729915,hbagt hlvht
"מסעדת קאן זמאן בע""מ","Ha-Banai Street 32, Holon",32.0127625,34.80247459999999,,,"restaurant, food, point_of_interest, establishment",8.348159758810898,msadt kan zman bam
חמים וטעים | חנות המפעל | אוכל מוכן | מסעדה,"Ha-Banai Street 32, Holon",32.0127625,34.80247459999999,4.3,404.0,"restaurant, food, point_of_interest, establishment",8.348159758810898,chmym vtaym  chnvt hmpal  avkl mvkn  Restaurant
מסעדת הדודקא,"Rehov HaMerkava 31, Holon",32.0108376,34.8083269,4.4,59.0,"restaurant, food, point_of_interest, establishment",8.694816120507726,msadt hdvdka
רות 44,"מחלף השבעה התאומים, Mishmar HaShiv'a",32.011601,34.8170741,4.7,398.0,"bar, restaurant, food, point_of_interest, establishment",8.8829340187639,rvt 44
Pizzamella,"Halahav Street 6, Holon",32.0110141,34.8035386,,,"restaurant, food, point_of_interest, establishment",8.559902187829737,Pizzamella
Lehem Erez,"HaNadiv Street 71, Herzliya",32.1704435,34.8316159,3.8,712.0,"restaurant, food, point_of_interest, establishment",10.438114438869782,Lehem Erez
Pizza Rosto,"Ha-Ilanot Street 35, Herzliya",32.1785818,34.84515040000001,4.8,468.0,"meal_delivery, restaurant, food, point_of_interest, establishment",11.837045451032449,Pizza Rosto
Norma,"HaRishonim Street 1, Kfar Shmaryahu",32.1799162,34.8192814,4.4,373.0,"restaurant, food, point_of_interest, establishment",10.966828470588922,Norma
שף הכפר,"Keren ha-Yesod Street 19, Kfar Shmaryahu",32.1851235,34.820103,3.0,2.0,"restaurant, food, point_of_interest, establishment",11.53960775987362,shp hkpr
Rooster ba'Kfar - Pizzeria & Italian Restaurant,"ברחבה ליד יין בעיר, הראשונים 2, כפר שמריהו",32.1799011,34.819149,4.7,115.0,"restaurant, bar, food, point_of_interest, establishment",10.961292554882666,Rooster ba'Kfar - Pizzeria & Italian Restaurant
קפה אפרת,"HaRishonim Street 1, Kfar Shmaryahu",32.1802034,34.8186636,4.5,380.0,"restaurant, food, point_of_interest, establishment",10.978784741808068,Cafe aprt
אוטאקו,"Natan Alterman Street 42, Herzliya",32.1754101,34.8321101,4.2,6.0,"restaurant, food, point_of_interest, establishment",10.954122093558071,avtakv
סדנאות אוכל וארוחות פרטיות | MamaD'eli,"Uri'el Ofek Street 4, Herzliya",32.174633,34.831295,5.0,4.0,"restaurant, food, point_of_interest, establishment",10.843404372759329,sdnavt avkl varvchvt prtyvt  MamaDeli
Parker,"פארק הרצליה שלב ב, Jabotinski 29, Hertsliya",32.1737352,34.8281984,4.3,2181.0,"cafe, bar, restaurant, food, point_of_interest, establishment",10.63153142811582,Parker
Alter Pizza,"Natan Alterman Street 33, Herzliya",32.1749263,34.83274409999999,4.5,11.0,"restaurant, food, point_of_interest, establishment",10.931460720466658,Alter Pizza
החצר- אוכל יין אנשים,"Jabotinski Street 29, Herzliya",32.17311549999999,34.8285238,,,"restaurant, food, point_of_interest, establishment",10.581326601571169,hchtzr- avkl yyn anshym
בליקר סטריט,"Boker Street, Herzliya",32.172716,34.832939,,,"restaurant, food, point_of_interest, establishment",10.719317550809553,blykr stryt
Amalia Cafe,"Lotem Street 7, Herzliya",32.1891917,34.810375,4.8,64.0,"cafe, restaurant, food, point_of_interest, establishment",11.730399689192332,Amalia Cafe
Nof Yam Cafe,"Ha'Parssa Street 7, Herzliya",32.1892411,34.8101491,4.4,623.0,"cafe, restaurant, food, point_of_interest, establishment",11.73097988564626,Nof Yam Cafe
Rita Romno's Kitchen,"Ha'Parssa Street 7, Herzliya",32.1892662,34.8099479,4.5,102.0,"restaurant, food, point_of_interest, establishment",11.729487482926688,Rita Romno's Kitchen
Tipat Halav,"HaNadiv Street 71, Herzliya",32.1704435,34.8316159,,,"restaurant, food, point_of_interest, establishment",10.438114438869782,Tipat Halav
פסטה בר,"HaNadiv Street 49, Herzliya",32.1700484,34.8357315,4.7,13.0,"restaurant, food, point_of_interest, establishment",10.577679372236096,psth Bar
Pizza bar,"HaNadiv Street 49, Herzliya",32.1700484,34.8357315,4.4,143.0,"meal_delivery, restaurant, food, point_of_interest, establishment",10.577679372236096,Pizza bar
בירקין בר Birkin Bar,"Weizman Street 273, Ra'anana",32.191239,34.8450306,4.4,10.0,"restaurant, food, point_of_interest, establishment",13.066556063016938,byrkyn Bar Birkin Bar
מסעדת קאמי - Kami Asian,"Weizman Street 273, Ra'anana",32.191239,34.8450306,4.2,476.0,"restaurant, food, point_of_interest, establishment",13.066556063016938,msadt kamy - Kami Asian
סמולר אקספרס,"Unnamed Road, Rishpon",32.2015387,34.81990029999999,4.7,64.0,"restaurant, food, point_of_interest, establishment",13.27833458377233,smvlr aksprs
Felicita Express - pizza & pasta food truck - פליצ׳יטה אקספרס - פודטראק איטלקי ברשפון,"HaKfar Street 2, Rishpon",32.2016106,34.8201714,4.9,27.0,"restaurant, food, point_of_interest, establishment",13.292836424227279,Felicita Express - pizza & pasta food truck - plytzyth aksprs - pvdtrak aytlky Barshpvn
המשאית של שוקי - ג׳חנון בשבת,"HaKfar Street 2, Rishpon",32.2016106,34.8201714,4.4,58.0,"restaurant, food, point_of_interest, establishment",13.292836424227279,hmshayt shl Markety - gchnvn bshbt
קפה גופרמן,"Ha-Prakhim Street 12, Rishpon",32.2025675,34.8249788,4.8,16.0,"restaurant, food, point_of_interest, establishment",13.522522416302577,Cafe gvprmn
